Date-Time,ICEBERG Liquid Level (Inch),ICEBERG LIFETIME (Sec),Cryostat Pressure (psi)
2021-03-04T02:30:00,60.15930939,0.000587039,8.025066376
2021-03-04T03:00:00,60.25653839,0.000627062,8.0704813
2021-03-04T03:30:00,60.13589859,0.00056655,7.946084976
2021-03-04T04:00:00,60.16110992,0.000549089,8.019143105
2021-03-04T04:30:00,60.18451691,0.000672511,8.076404572
2021-03-04T05:00:00,60.15210724,0.000587966,7.969779491
2021-03-04T05:30:00,60.12149429,0.000563267,8.011244774
2021-03-04T06:00:00,60.17551422,0.00062174,8.086277962
2021-03-04T06:30:00,60.11789322,0.000587987,7.936212063
2021-03-04T07:00:00,60.17191315,0.000613311,7.999397755
2021-03-04T07:30:00,60.17731476,0.000695435,8.042838097
2021-03-04T08:00:00,60.15750885,0.000595689,7.973728657
2021-03-04T08:30:00,60.11789322,0.000669416,7.993474007
2021-03-04T09:00:00,60.16110992,0.000642726,8.086277962
2021-03-04T09:30:00,60.17011261,0.00068223,7.979652405
2021-03-04T10:00:00,60.13049698,0.000633777,7.983601093
2021-03-04T10:30:00,60.2133255,0.000647432,8.050735474
2021-03-04T11:00:00,60.17191315,0.000558601,7.963855743
2021-03-04T11:30:00,60.12329483,0.000636226,7.930288315
2021-03-04T12:00:00,60.21512604,0.000689651,8.011244774
2021-03-04T12:30:00,60.22052765,0.000647233,8.02309227
2021-03-04T13:00:00,60.17191315,0.000638403,7.912517548
2021-03-03T13:30:00,60.12329483,0.000589118,7.946084976
2021-03-03T14:00:00,60.13049698,0.00064252,7.973728657
2021-03-03T14:30:00,60.21512604,0.000558557,8.07245636
2021-03-03T15:00:00,60.09448624,0.0005466,7.993474007
2021-03-03T15:30:00,60.17731476,0.000664674,7.963855743
2021-03-03T16:00:00,60.18811798,0.000559315,8.036913872
2021-03-03T16:30:00,60.1268959,0.000582866,8.050735474
2021-03-03T17:00:00,60.16110992,0.0006041,7.963855743
2021-03-03T17:30:00,60.20252228,0.000605687,8.066532135
2021-03-03T18:00:00,60.14670563,0.000549535,8.042838097
2021-03-03T18:30:00,60.14130402,0.000688569,7.926339626
2021-03-03T19:00:00,60.18451691,0.000563406,8.056659698
2021-03-03T19:30:00,60.15390778,0.000576852,8.135641098
2021-03-03T20:00:00,60.12149429,0.000568585,7.932262897
2021-03-03T20:30:00,60.1791153,0.000659481,8.038888931
2021-03-03T21:00:00,60.16110992,0.000594664,8.171183586
2021-03-03T21:30:00,60.11609268,0.000602217,7.932262897
2021-03-03T22:00:00,60.15750885,0.000631703,8.050735474
2021-03-03T22:30:00,60.2277298,0.000582005,8.250164986
2021-03-03T23:00:00,60.10889053,0.000593182,7.940161228
2021-03-03T23:30:00,60.17731476,0.000618135,8.042838097
2021-03-04T00:00:00,60.18991852,0.000575062,8.29557991
2021-03-04T00:30:00,60.15390778,0.000661176,7.930288315
2021-03-04T01:00:00,60.19712067,0.000641124,8.025066376
2021-03-04T01:30:00,60.18271637,0.000595287,8.262012482
2021-03-04T02:00:00,60.12329483,0.000683454,7.938186646
2021-03-04T02:30:00,60.15930939,0.000587039,8.025066376
2021-03-04T03:00:00,60.25653839,0.000627062,8.0704813
2021-03-04T03:30:00,60.13589859,0.00056655,7.946084976
2021-03-04T04:00:00,60.16110992,0.000549089,8.019143105
2021-03-04T04:30:00,60.18451691,0.000672511,8.076404572
2021-03-04T05:00:00,60.15210724,0.000587966,7.969779491
